report_date,stock_code,company_name,title,summary,sentiment_label,sentiment_score,gap_score
2020-10-26,28,国药一致,三季度业绩加速恢复，并购扩张促增长,业绩总结：公司2020前三季度实现营业收入428.8亿元（+8.8%），实现归母净利润10亿元（+4%），扣非归母净利润为9.8亿元（+4.1%），经营活动产生净现金流量净额19.8亿元（+87.3%）。其中，Q3营收157.1亿元（+13.7%），归母净利润3.5亿元（+14.1%），扣非归母净利润为3.5亿元（+16.8%），经营活动产生净现金流量净额5.5亿元（+778.4%）。,neutral,-0.008305403,0.5858114
2020-10-13,34,神州数码,深度报告：鲲鹏生态核心成员，“云+信创”成为公司主要增量,疫情推动叠加新基建，公司积极布局云及数字化业务。2020年上半年，公司营业收入中IT分销业务占比为96.78%，同比减少5.32%；云计算及数字化转型业务占比2.56%，同比增加88.12%；自主品牌业务占比0.64%，同比增加3.41%。其中，IT分销业务受疫情影响略有下降，但总体仍保持稳定增长。云计算及数字化转型业务增长迅速，自公司2017年业务实现云转型以来，17年-19年云服务收入年均复合增长率为96.36%，2020年上半年实现收入10.38亿，成为公司收入的强劲增长点。,neutral,-9.57677e-05,1.0414603
2020-11-02,34,神州数码,业务加速增长彰显IT渠道价值,"事件
公司发布2020年三季报。三季度实现营业收入230.67亿元，同比增长11.76%；实现归母净利润1.50亿元，同增长31.91%；前三季度实现营收636.87亿元，同比增长1.13%，实现扣非后归母净利润为4.48亿元，同比增长10.11%。",neutral,-0.00014507922,0.0550853
2020-11-02,34,神州数码,三季度业绩亮眼，云服务和信创进展顺利,"事件： 公司发布三季报，前三季度公司实现收入 636.87 亿元，同比增长1.13%；实现归母扣非净利润 4.48 亿元，同比增长 10.11%。
收入利润已实现同比增长，三季度业绩大幅提升： 公司前三季度已实现收入和归母扣非净利润正向增长，其中第三季度单季实现 230.67 亿元，同比增长 11.76%；实现归母净利润 1.50 亿元，同比增长 31.91%，实现后疫情时代业绩高增。 第三季度，神州数码云及数字化业务持续保持量质齐升，收入同比增长 80%，并取得厂商端、客户端、第三方机构认证等领域的突破性进展，信创业务完成系列产品首发，并在多行业成功落地，开启发展新篇章。 公司云计算和信创战略业务扎实推进，研发投入持续增加， 前三季度累计研发投入 1.08 亿元，同比增长 34.53%。",neutral,-3.2631186e-05,0.03647083
2020-11-03,34,神州数码,神州数码：Q3单季利润增速大幅转正，信创及云服务加速确定性高,"事件： 10 月 30 日，公司披露 3 季度报，前三季度归属于母公司所有者的净利润 3.94 亿元，同比减少 22.85%；营业收入636.87 亿元，同比增长 1.13%。
点评：",neutral,-0.0010970559,0.13984579
2020-10-29,39,中集集团,困境反转，拐点已现,Q3 单季度业绩同比 +2124%， 谷底反转： 2020 年前三季度，公司共实现营业收入 635.92 亿元，同比+3.1%；归母净利润 6.98 亿元，同比+9.6%；扣非归母净利润 1.96 亿元，同比-51.0%。其中 Q3 单季度，实现营业收入 241.60 亿元，同比+27.5%；归母净利润 8.80 亿元，同比+2123.7%；扣非归母净利润 4.32 亿元，同比+949.3%。,negative,-0.31840867,0.42994845
2020-10-29,39,中集集团,集装箱行业周期复苏，公司有望开启新一轮成长,"报告摘要
量价齐升，集运迎来复苏大周期。公司是全球领先的物流及能源行业设备及解决方案供应商，目前主要从事集装箱、道路运输车辆、能源/化工及液态食品装备、海洋工程装备、空港/消防及自动化物流装备的制造及服务业务，公司各个产品线均为全球领先，公司的标准干货集装箱、冷藏箱产销量保持全球第一；据国际罐式集装箱协会调查统计，罐式集装箱的产销量保持全球第一；是全球销量第一的半挂车生产制造商；登机桥业务综合竞争力位居全球领导者地位，为全球三大旅客登机桥制造商之一，中国市场份额连续四年占比95%以上；亦是中国领先的高端海洋工程装备企业之一。",neutral,-0.0003151886,0.07236141
2020-12-23,49,德赛电池,整合NVT，倚靠ATL，3C电池封装最大平台横空出世,"事件：公司今日发布公告：公司正筹划有关全资子公司惠州市德赛电池有限公司通过增资方式引入战略投资者的重大资产重组事项。2020年12月22日，公司与香港新能达科技有限公司签署了《重组意向书》，拟由香港新能达以其持有的东莞新能德科技有限公司全部股权作价对惠州电池增资，增资完成后，香港新能达持有惠州电池不超过49%的股权,本公司将持有惠州电池剩余的股权，而惠州电池将持有东莞新能德的全部股权。",negative,-0.99637413,0.13905668
2020-10-28,50,深天马A,利润端改善强于营收表现，期待AMOLED放量,"事件：公司发布2020年三季度业绩报告，前三季度实现营业收入226.8亿元，同比下降3.2%，归属母公司净利润为12.3亿元，同比增长19.0%。第三季度公司实现营业收入为86.3亿元，同比下降2.3%，归属上市公司股东净利润为4.9亿元，同比增长24.6%。
营收表现稳定，调结构持续见效：公司前三季度营收保持相对稳定伴有小幅下滑，在新冠疫情冲击、安卓系厂商表现欠佳的市场环境下，公司营收仍相对稳定得益于产品结构上的调整。公司核心业务智能手机面板以技术附加值高的打孔屏为主，上半年LTPS中约60%出货为打孔屏，单片价格保持较高水平，抵御了外部环境的不利影响。前三季度毛利率为18.5%，同比提升2.2个百分点，产品结构调整成效自年初以来持续释放，我们预计毛利率仍有不断提升空间。",neutral,-0.0002517869,0.034006298
2020-10-28,50,深天马A,公司信息更新报告：2020Q3业绩符合预期，全力推进TM17二期量产,"2020Q3 毛利率改善明显，维持“买入”评级。
2020 前三季度，公司实现营收 226.83 亿元，同比-3.15%，归母净利润 12.31 亿元，同比+19.04%，扣非净利润 6.89 亿元，同比增长 26.50%。其中，2020Q3收入同比下滑 2.3%，归母净利润 4.86 亿元，同比+24.6%，扣非净利润 2.64 亿元，同比-2.0%。 考虑到公司产品结构持续改善， 我们调整 2020-2022 年归母净利润至 14.94/16.22/19.25 亿元（前值 12.30/13.65/19.25 亿元）， EPS 为0.61/0.66/0.78 元（前值 0.60/0.67/0.94） ，当前股价对应 PE 为 24.7x、22.7x、19.1x，维持“买入”评级。",neutral,-0.0024307799,0.81569856
2020-10-29,50,深天马A,疫情影响渐轻，车载全面复苏,"事件：公司2020年前三季度实现营业收入226.83亿元，同比下滑3.15%，实现归母净利润12.31亿元，同比增长19.04%，实现扣非归母净利润6.89亿元，同比增长26.5%。
其中第三季度实现营业收入86.26亿元，同比下滑2.27%，归母净利润4.86亿元，同比增长24.61%，扣非归母净利润2.64亿元，同比下滑2.05%。",neutral,-0.0005747279,0.361987
2020-10-29,63,中兴通讯,三季报点评报告：保持高研发投入，Q3扣非净利润大幅增长,"事件:
2020年10月28日，中兴通讯公布了第三季度财报，公司前三季度营业收入741.29亿元，同比增长15.39%；归母净利润27.12亿元，同比下跌34.30%；扣除非经常性损益的净利润14.46亿元，同比上涨103.59%。",neutral,-0.0003741738,0.043798268
2020-10-30,63,中兴通讯,业绩迅速增长，未来上升动力强劲,"业绩总结：公司2020年前三季度实现营业收入741.3亿元，较去年同期增长15.4%；实现归母净利润27.1亿元，较去年同期下降了34.3%。
5G建设加速推进，公司业绩迅速增长。上半年国内电信行业稳健发展，公司受益于国内移动互联网的快速增长和5G建设的全面铺开，国内市场实现营业收入317.5亿元人民币，占本集团整体营业收入的67.3%。但是公司海外业务上半年受疫情影响较为严重，实现营收154.5亿元，同比下滑了10.1%。但随着国内运营商5G建设加快以及政企持续推进通信建设采购，公司业绩长期向好。公司在一季度业绩受疫情冲击后，二季度迅速复工复产，业绩企稳回升。公司Q3单季度实现营收269.3亿元，同比提升了37.2%；实现归母净利润8.6亿元，同比下降了67.8%，扣非净利润实现5.4亿元，同比增长了454.7%。业绩回稳的主要原因是公司的运营商网络及政企业务营业收入较上年同期均有增长。",neutral,0.00011877634,0.108162045
2020-12-28,63,中兴通讯,5G时代，不一样的中兴通讯,推荐逻辑：中兴三步走战略：恢复、发展、超越，正处于从恢复阶段向发展阶段前进。随着全球5G大规模组网的进行，在国内平稳的基础上，其他亚洲地区有望快速推进5G，公司在芯片上不受限制，且在人力和技术有长期的竞争优势，保障公司运营商业务快速增长。参考4G时期，随着5G持续推进，毛利率是逐渐提升的过程，同时5G的海外可达市场空间更大，技术相比于4G更具有竞争力。5G换机潮为中兴重启终端业务提供了良好的机遇，中兴技术积淀深厚，终端业务有望迎来改善。收购中兴微电子剩余股权，有望迎来价值重估。,neutral,-0.00020618891,1.0646075
2020-11-02,66,中国长城,第三季度业绩超预期,"事件：公司发布2020年三季报，前三季度实现营业收入74.60亿元，同比增加4.33%；前三季度实现归母净利润-1.63亿元，同比减少171.58%。
第三季度业绩超预期。第三季度公司实现营业收入35.31亿元，同比增长25.23%；实现净利润1.38亿元，同比增长248.19%，处于之前业绩预告的上限；实现扣非归母净利润1.00亿元，同比增长209.63%；前三季度公司毛利率为22.65%，相比于去年同期增加了1.06个百分点。",neutral,-8.5722335e-05,0.0221982
2020-11-02,66,中国长城,三季度业绩大幅增长，信创业务高景气度,"事件：公司发布三季报，前三季度实现收入 74.60 亿元，同比增长 4.33%；实现归母净利润-1.63 亿元，同比下降-171.58%。
三季度拐点明显，单季度业绩呈现大幅增长： 公司上半年营收仍然同比下滑， 但前三季度已实现同比增长，经营逐渐摆脱疫情影响恢复正常。其中三季度单季实现收入 35.31 亿元，同比增长 25.23%，实现归母净利润 1.38 亿元，同比大幅增长 248.19%。 我们认为公司受益于信创产业发展进入业绩兑现期，公司信息安全整机及解决方案业务的景气度提升，从而带来公司业绩拐点，实现高速增长。",neutral,-7.159493e-05,0.018278182
2020-11-09,66,中国长城,子公司拟展开混改，业务进一步聚焦,"事件： 公司发布公告，长城金融拟展开混改， 拟出售长城医疗。
长城金融拟展开混改，并引入战略投资者。 混改之前， 湖南长城信息金融设备有限责任公司（ 简称“ 长城金融” ）为公司旗下湖南长城科技信息有限公司 100%持有。此次混改后， 长城金融将募集资金约60,803.51 万元， 公司持有 57%，战略投资者持有 23%，员工持股平台持有 20%，有利于优化长城金融公司治理结构， 激发企业活力。",neutral,-0.00026200467,0.84016085
2020-11-12,66,中国长城,公告再融资方案，助力科技新基建,"事件：公司发布公告，拟非公开发行不超过40亿元，本次发行股票数量不超过878,454,615股（含878,454,615股）。
大股东拟认购11亿元，彰显公司信心。本次非公开发行对象中包含中电有限、中电金控，中电有限为中国长城的控股股东及实际控制人中国电子直接控制的全资子公司，中电金控为中电有限的全资子公司。中电有限认购7.5亿元，中电金控3.5亿元。",negative,-0.9922561,0.37349617
2020-12-16,66,中国长城,公司首次覆盖报告：国产CPU巨头，充分受益国产化浪潮,"网信产品领导者，基于PK体系持续受益信创放量
中国长城作为国内的网络安全和信息化领导者，随着PK体系的逐渐完善和ARM生态的逐渐扩展，将持续受益于信创产业放量和国产CPU替换。通过资金募集和股权激励，公司将进一步绑定优质人才，完善产品研发体系和升级，业绩增长弹性大。我们预计公司2020-2022年的归母净利润分别为9.0/11.8/14.7亿元，EPS为0.31/0.40/0.50元/股。当前股价对应的2020-2022年PE为51X/39X/31X，相较于行业内其他公司估值均值低，首次覆盖给予“买入”评级。",neutral,-0.0009017157,0.19455236
2020-12-30,66,中国长城,公司信息更新报告：飞腾营收翻数倍，生态日益丰富,"持续受益子公司飞腾的快速发展，PK体系不断优化升级
中国长城作为天津飞腾的第一大股东，受益飞腾CPU芯片的快速发展。随着PK体系的逐渐完善和ARM生态的逐渐扩展，飞腾CPU芯片销售量将持续受益于信创行业需求增长。此外，通过资金募集和股权激励，公司将进一步绑定优质人才，完善产品研发体系和升级，业绩增长弹性大。我们维持对公司2020-2022年的归母净利润的预计，分别为9.0/11.8/14.7亿元，EPS为0.31/0.40/0.50元/股。当前股价对应的2020-2022年PE为56X/43X/34X，维持“买入”评级。",neutral,-0.00039973456,0.0799554
2020-12-31,66,中国长城,中国长城：收购迈普通信股权，网信平台功能强化,"事件：12月30日，中国长城发布公告，公司拟向中软系统等收购迈普通信技术股份有限公司（简称“迈普通信”）合计29.99%股份，相应转让价格约2.25亿元，此次交易构成关联交易。收购后，迈普通信将成为公司参股公司。
点评：",negative,-0.9967867,0.40328795
2020-11-24,69,华侨城A,销售持续向好，文旅逐步恢复,"销售持续向好，文旅同步复苏。10月份公司实现合同销售面积33.4万平，合同销售金额78.6亿元；1-10月份公司累计实现合同销售面积284.8万平，达2019年全年销售面积的113%,销售金额687亿元,达2019年全年销售金额79.5%。文旅方面，随着疫情放缓，公司举办多种活动吸引消费者，游客接待量处于持续向好、逐月改善的过程中。“十一”期间，华侨城旅游共接待游客近650万人次，为2019全年接待总量的12.5%，同时，南京欢乐谷已于11月11日正式开业，有望进一步增强公司盈利能力。",neutral,-0.0001002216,0.025917947
2020-12-17,69,华侨城A,华侨城的跨越与迭代,"作为我国文旅产业的排头兵和先行者，华侨城的辉煌过去毋庸置疑。然而到了2010-2015年，华侨城的利润增长出现疲态，净利润增速逐年下滑。随着新一任领导的到任，华侨城提出了“文化+旅游+城镇化”的战略，公司在产品、土地储备等多个方面进行调整，而华侨城也开始了跨越式发展的历程。
华侨城提出了文化+旅游+城镇化的战略，即以华侨城擅长的文化旅游产业为主要业务，通过导入文化相关新兴产业，提升城镇公共文化和公共服务水平，带动人口集聚和产业集聚,并反哺公司的文旅业务。在产品上，华侨城积极地对原有文旅产品进行迭代升级，创造性的打造了深圳欢乐海岸项目，并取得了不菲的租金收入，盈利能力较强。2019年，公司在顺德的欢乐海岸顺利开业，标志着欢乐海岸突破了过去欢乐谷项目仅布局于核心一、二线城市的藩篱。未来随着欢乐海岸的异地复制，公司未来仍有较大的成长空间。",neutral,-0.0007115356,1.0645096
2020-11-04,90,天健集团,业绩持续增长，城市服务深耕,业绩总结：公司发布 2020 年第三季度报告，截至报告期实现营业收入 99.6 亿元，同比增长 64.4%；实现归母净利润 13.7 亿元，同比增长 451.4%； 加权 ROE为 13.20%， 同比提升了 10.42pp。 公司盈利表现优秀， 每股净利润达到 0.6833元，同比增加 670.35%，存货周转天数持续两年下降，2020 第三季度同比下降7.6%，应收账款周转天数同比下降 26.2%，资本运转速度显著提升。,neutral,-9.996645e-05,0.016683877
2020-04-02,100,TCL科技,聚焦半导体显示，蓄势下一轮行业成长,"近日，公司发布2019年年报：报告期内实现营收749.33亿元，同比下滑33.90%；实现归属于上市公司股东的净利润26.18亿元，同比下滑24.52%。TCL科技备考口径完成营收572.7亿元，同比增长18.7%；归属于上市公司股东净利润26.2亿元，同比下降17.0%。
支撑评级的要点",neutral,0.03231097,0.3103025
2020-10-29,100,TCL科技,面板量价齐升，三季度业绩改善明显,"2020年10月28日晚，公司发布2020年三季报，业绩表现远超预期。2020年前三季度，公司实现净利润20.25亿元，同比下降21.42%。剔除一次性重组收益后，归属上市公司股东净利润同比增长28.9%。其中三季度净利润8.17亿元，同比增长68.48%，扣非后三季度业绩同比增168.13%。
资产重组效果显著，营业收入增长迅速",neutral,8.880277e-06,0.021942317
2020-10-29,100,TCL科技,三季度超悲观预期，内生外延共助业绩成长,事件：2020年10月28日，TCL科技发布三季报，2020年前三季度，公司实现实现营收487.1亿元，同比增长18.4%（重组后同口径）；归母净利润17.9亿元，同比增长28.9%（剔除资产重组收益后同口径）。Q3单季度，公司实现营收193.8亿元，同比增长28.9%，环比增长24.2%；归母净利8.2亿元，同比增长68.5%，环比增长2.1%；扣非净利6.8亿元，同比增长168.1%，环比增长232.2%。,neutral,-0.000172348,0.12557507
2020-10-30,100,TCL科技,Q3受益面板涨价业绩改善明显，行业格局向好,业绩总结： 公司披露 2020 年三季报业绩， 以重组后同口径计算公司 2020 前三季度营收 487.1 亿元，同比增长 18.4%； 剔除资产重组收益后同口径归母净利润 17.9 亿元，同比增长 28.9%；其中 Q3 单季营收 193.8 亿元，同比增长 28.9%，环比增长 24.2%，归母净利润 8.2 亿元，同比增长 68.5%，环比增长 2.1%，扣非归母净利润 6.8 亿元，同比增长 168.1%，环比增长 232.2%。,neutral,-0.00010359107,0.0539608
2020-11-02,100,TCL科技,TCL科技三季报点评：Q3营收净利大幅增长，面板龙头快速扩张,"Q3营收净利同口径下实现较快增长
公司前三季营收为487亿元，同口径下同比增18.4%；归母净利20.3亿元，扣除2.3亿资产重组受益后，同口径下归母净利同比增28.9%。口径的变化，源自2019H1的重大资产重组。Q3单季营收194亿元，同比增29.1%，环比增24.2%；扣非归母净利6.8亿元，同比增长168.1%。前三季度毛利率为10.68%，同比减少2.24pct；Q3单季毛利率为13.47%，同比增加5.65pct。",neutral,-0.00022657975,0.02078408
2020-11-02,100,TCL科技,Q3业绩环比改善，行业地位进一步夯实,[Table_Summary]一、事件概述10 月 28 日，公司发布 2020 年三季报：前三季度营收 487 亿元，同比-17%，归母净利润 20 亿元，同比-21%，扣非后归母净利润 8.6 亿元，同比+71%。Q3 营收 194 亿元，同比+29%，环比+24%，归母净利润 8.2 亿元，同比+68%，环比+2%，扣非后归母净利润6.8 亿元，同比+168%。 、 二、分析与判断? Q3 业绩高增长，毛利率同比改善1、 20Q3 毛利率 13.47%，同比+5.65pct，净利率 5.12%，同比+0.13pct， 销售/管理/财务分别为 1.15%/7.02%/2.77%，同比分别-0.17/+0.27/+0.89/+0.9pct，其中研发费用 9.18 亿元，同比增长 27%。Q3 业绩增长受益于：（1）大尺寸面板价格上涨+降本增效带来盈利能力上升；（2）新产能爬坡顺利，供应链环比改善，海外需求复苏，收入规模扩大。Q3资产减值损失 3.79 亿元（Q2 为 0.96 亿元）， Q3 单季 TCL 华星的折旧费用环比增加 5.73亿元，若剔除该影响，实际业绩更佳。? 受益面板涨价，TCL 华星 Q3 业绩环比大幅改善 1、Q3 面板供需格局改善+新产线产能顺利满产，第三季度 TCL 华星净利润 7 亿元，同比增长 152%，环比增加 6.59 亿,neutral,-0.00035034728,0.06237769
2020-12-14,100,TCL科技,外延并购与内生增长并进，公司步入收获期,TCL科技：发力面板核心业务，业绩释放进行时。公司是全球半导体显示龙头企业之一。近年来，公司不断进行架构调整：2019年剥离终端业务，明确以半导体显示为核心业务；2020年收购苏州三星进一步扩张面板产能；同期，公司积极布局未来发展新引擎，通过摘牌收购中环集团，进军硅片领域。至此，公司形成以半导体显示、半导体及半导体光伏、产业金融与资本三大业务板块为基础的主体架构。其中以TCL华星为代表的半导体显示业务为公司核心业务。随着产能的持续扩张，TCL华星营收持续增长。2020年前三季度，TCL华星实现营收323.8亿元，同比增长31.9%。此外，伴随面板价格回升，TCL华星已于3Q20进入业绩释放期，单三季度净利润6.99亿元，环比增长6.58亿元。由于涨价在三季度中逐月实现，华星主要利润仅来自9月份单月，因此公司盈利能力还未充分体现在利润当中，预计公司业绩将于四季度开始充分释放。,neutral,-0.0003277052,0.08028692
2020-11-16,155,川能动力,业务整合稳步推进，未来发展可期,"事件：公司公告1）拟出资9.27亿元收购川能锂能基金持有的能投锂业62.75%股权；2）暂缓收购鼎盛锂业51%股权；3）投资设立控股子公司，向新设公司转让所持四川省能投风电开发有限公司70%股权。
受让大股东优质资产，坐拥优质锂矿稀缺资源。川能锂能基金系公司控股股东四川省能源投资集团控制的合伙企业，主要从事锂电产业上游锂矿资源、基础锂盐产品、金属锂等产品的开发、生产和销售。截至5月31日，能投锂业经审计的总资产为5.4亿元，负债1500.2万元，净资产合计5.2亿元。1-5月能投锂业实现营业收入288.9万元，净利润亏损187.6万元。其坐拥李家沟矿区现已经勘探查明矿石储量为4036万吨，氧化锂（Li2O）储量51万吨，平均品位1.30%，属于我国少有的储量巨大、品位优良、矿石加工选冶性能良好，资源综合利用价值高的稀有金属锂矿，在建的李家沟锂辉石矿105万吨/年采选项目，是目前国内投资最大的锂矿采选项目，规划日处理4200吨原矿，年处理原矿105万吨，年生产精矿18万吨。本次受让是落实锂电产业布局的具体举措，目前项目正在建设过程中，在新能源汽车行业高速发展下，公司培育发展锂电产业链有望助力公司二次飞跃。",neutral,-0.013392313,0.28523344
2020-03-17,157,中联重科,工程机械精准复产的优秀样本，后周期龙头全年业绩高增长可期,"近期，受全球疫情冲击及外资持续流出影响，公司及工程机械相关标的均出现较大幅度下调，我们认为此次调整更多是交易层面，实际上近几天下游复工节奏明显加快、公司发货水平及订单也快速上涨，行业已开始积极向好，对公司一季度及全年业绩我们继续乐观，持续强烈推荐。
支撑评级的要点",neutral,8.665171e-06,0.030558527
2020-03-31,157,中联重科,经营质量续创历史最佳，全球疫情冲击无碍公司高速发展步伐,"公司发布2019年年报：全年共实现营收433.1亿元，同比增长50.9%，归母净利润43.7亿元，同比增长116.4%，经营性现金流62.2亿元，同比增长22.8%。
支撑评级的要点",neutral,-0.00021457483,0.04723108
2020-04-13,157,中联重科,核心产品一季度销售一枝独秀，公司有望持续引领行业价值攀升的新时代,"在疫情冲击的背景下，公司混凝土机械突破困难，逆势上扬，2020 年一季度产品销量增长明显，持续保持市场领先地位，其中泵车产品销量同比增长 25%，3 月更是达到近年来销售最高峰，稳坐行业头把交椅，充分彰显了公司混凝土产品强大的市场竞争力，也凸显公司持续引领行业创新发展的卓越实力。
支撑评级的要点",neutral,-6.836743e-05,0.054926693
2020-07-06,157,中联重科,定增66亿元加码挖掘机等，管理层认购10亿显信心,"事件
公司发布定增预案，向怀瑾基石、太平人寿、海南诚一盛和宁波实拓共4名特定对象募集资金不超过66亿元，用于挖掘机械智能制造项目和关键零部件智能制造项目等。公开发行12.5亿股，增发价格为5.28元/股。",negative,-0.99430835,0.15742165
2020-07-15,157,中联重科,半年报业绩超市场预期，公司市场地位持续提升,"事件：公司发布2020年半年报业绩预告，公司上半年盈利38-42亿，同比增长47.5%-63.03%。
半年报业绩超市场预期，后周期品种发力：2020H1公司盈利38-42亿，同比增长47.5%-63.03%，二季度单季度盈利27.74亿-31.74亿，同比增长76.24%-101.65%，业绩增长超市场预期，主要是上半年基建、新能源等下游行业需求保持高景气，公司核心产品混凝土泵车、塔式起重机、工程起重机订单和销量持续增长。同时，公司严控各项费用，随着销售规模增长，平均生产成本和费用率同比显著下降。",neutral,-2.3831351e-05,0.014895976
2020-11-01,157,中联重科,Q3业绩保持强劲增长，后周期龙头业绩确定性强,"事件：公司Q1-Q3实现营收452.44亿（+42.48%），归母净利润56.86亿（+63.41%），扣非净利49.56亿（+79.16%）。其中Q3单季实现收入164.17亿（+72.94%），归母净利润16.68亿（+84.51%），扣非净利14.51亿（+122.55%）。
行业需求旺盛+市占率提升，公司Q3业绩保持强势增长",neutral,-0.00024705386,0.020558417
2020-11-02,157,中联重科,"盈利持续提升,新品全面发力","事件：公司发布2020年三季报，2020年前三季度公司实现营收452.44亿元，同比增长42.48%；实现归母净利润56.86亿元，同比增长63.41%。实现扣非后归母净利润49.56亿元，同比增长79.16%。
点评：",neutral,-0.00020562147,0.040309608
2020-11-03,157,中联重科,季报点评报告：业绩持续高质量增长，后周期龙头业绩弹性强,"事件:
近日中联重科公布了2020年三季报。公司2020年前三季度实现营业收入452.44亿元，同比增长42.5%；实现归母净利润56.86亿元，同比增长63.4%；销售毛利率、净利率分别为28.5%、12.7%。",neutral,-0.00021397832,0.029884994
